LEA,District,In-District FTE Pupils,Out-of-District FTE Pupils,Total FTE Pupils,Administration,Instructional Leadership,Teachers,Other Teaching Services,Professional Development,"Instructional Materials, Equipment and Technology","Guidance, Counseling and Testing",Pupil Services,Operations and Maintenance,"Insurance, Retirement Programs and Other","Total
In-District Expenditures",Instructional Services,Total Expenditures,year
0196,Nahant,154.3,122.8,277.1,2141.263772,1500.985094,4856.228127,1157.148412,38.43810758,872.8451069,1023.499676,1654.944913,2593.240441,2535.301361,18373.89501,9449.144524,16680.25262,2019-20
0197,Nantucket,1649.2,15.3,1664.5,541.1623818,1354.29966,8073.602353,1710.035775,337.6576522,573.5344409,756.9639825,1692.033713,2863.16699,4808.114844,22710.57179,12806.09386,23044.47041,2019-20
0198,Natick,5497.2,154.3,5651.5,701.8904169,1081.051081,6071.193881,1354.859747,147.9283999,379.7746125,578.652041,1718.893619,1145.4455,2012.935494,15192.62479,9613.459761,16194.99797,2019-20
0199,Needham,5736.2,96,5832.2,839.6506398,1374.998082,6744.191974,1530.639796,261.626338,635.9879363,607.2750253,1255.87096,1550.392769,3082.139221,17882.77274,11154.71915,18826.61397,2019-20
0201,New Bedford,12971.9,1519.5,14491.4,356.5940996,771.5382481,5345.402061,871.3108334,217.0739059,294.9830788,851.5902065,1950.79094,973.8986579,2749.995569,14383.1776,8351.898334,14671.28149,2019-20
0204,Newburyport,2233.7,229.1,2462.8,670.9789408,942.1924788,7177.573748,1137.995805,260.9716032,306.5826655,593.7412141,1400.578283,1065.353436,3586.627698,17142.59587,10419.05751,17915.03493,2019-20
0207,Newton,12829.4,156.3,12985.7,523.806959,1236.915756,7219.210174,2348.188146,366.9537157,385.0420129,829.62204,1471.081189,1446.915756,3469.686034,19297.42178,12385.93184,20219.93547,2019-20
0208,Norfolk,965.1,15.4,980.5,605.1538701,861.080717,6734.509377,1955.233655,138.3483577,551.016475,371.0092218,1359.47881,1290.709771,2283.318827,16149.85908,10611.1978,16284.68842,2019-20
0209,North Adams,1365.4,221.9,1587.3,460.6606123,1377.67028,6202.928812,1639.83741,351.3856745,349.3738099,441.1542405,2112.272594,1408.385821,4051.847078,18395.51633,10362.35023,18065.56606,2019-20
0210,Northampton,2647.9,295.5,2943.4,513.4397069,903.9986404,5576.108614,1508.860229,170.1839193,381.4131954,650.0358775,1340.666188,1327.666075,2775.910722,15148.28317,9190.600476,15660.01223,2019-20
0211,North Andover,4775.8,98.3,4874.1,472.3651011,749.6092173,5180.968368,1345.705086,51.06759077,345.8282005,448.6971272,1635.441015,973.1170568,1969.090477,13171.88924,8121.875589,14191.06308,2019-20
0212,North Attleborough,4176.4,209.7,4386.1,397.2693875,805.8593334,5451.439362,1105.521784,43.88346423,509.5085624,302.3599128,1159.350931,992.8748563,2637.849732,13405.91733,8218.572419,13849.66026,2019-20
0213,Northborough,1595.5,76.4,1671.9,515.4672516,863.0586023,7694.337198,2210.414917,46.4832341,288.0413663,651.976183,1062.029458,1376.691213,3178.551551,17887.05097,11754.3115,18665.67907,2019-20
0214,Northbridge,2046.7,226,2272.7,457.3091806,954.723213,5759.4998,1320.779303,120.3747496,236.7402746,426.8676406,1375.159843,1364.947183,2519.085064,14535.48625,8818.984981,15053.77658,2019-20
0215,North Brookfield,584.5,110.3,694.8,782.0708469,844.6261591,5016.837126,1449.621317,106.8772797,376.3678871,418.3725064,1425.876938,1309.227476,2593.806399,14323.68393,8212.702275,13410.14819,2019-20
0217,North Reading,2405.2,47.5,2452.7,479.5327,1119.294982,6780.263533,1364.495501,121.6874065,275.4042824,452.68001,1455.856465,1305.065433,2856.840953,16211.12127,10113.82572,17218.62647,2019-20
0218,Norton,2455.2,155.3,2610.5,486.5721733,779.6179537,5753.754073,1089.315632,44.94908765,361.1404366,756.7090257,1267.83317,1317.388689,2630.165995,14487.44624,8785.486209,15643.7851,2019-20
0219,Norwell,2181.5,46.2,2227.7,519.6790786,1099.52694,6436.448412,1116.476952,71.92568416,475.6249645,498.2935686,1540.942425,1202.079427,2803.407605,15764.40506,9698.296521,16959.21697,2019-20
0220,Norwood,3452.2,147.9,3600.1,598.1547448,806.7851805,6683.688132,1357.317247,60.47281444,179.8804357,433.1251231,1420.43974,1590.04268,2901.162273,16031.06837,9521.268933,17292.78231,2019-20
0221,Oak Bluffs,446.9,53.2,500.1,551.7006042,1304.542403,9723.488476,2366.330275,114.4596107,437.2051913,598.9961065,1365.010069,1672.027299,5047.172522,23180.93256,14545.02206,22648.22188,2019-20
0223,Orange,585.8,93.2,679,618.0556504,925.4353022,5383.42267,2199.894162,117.6169341,175.8945032,598.5097303,1608.465005,738.4107204,2623.072721,14988.7774,9400.773301,14284.2972,2019-20
0224,Orleans,212.9,11.8,224.7,1539.262565,1335.528417,9534.542039,2923.147017,58.15875998,380.4931893,641.4091123,1539.074683,1270.596524,5529.135744,24751.34805,14873.27853,24873.57365,2019-20
0226,Oxford,1627.4,149.9,1777.3,545.306538,1055.235996,5267.448556,1083.113795,84.30426447,378.083532,512.5721273,1504.625261,958.2824813,2547.548783,13936.52133,8380.758271,14514.67454,2019-20
0227,Palmer,1317.6,142,1459.6,588.7521251,764.4637143,6285.374431,1288.230889,87.11059502,379.4324985,514.2148983,1819.509214,990.0832119,3105.707468,15822.87905,9318.827026,16219.17641,2019-20
0229,Peabody,5966.5,211.9,6178.4,409.5473661,993.5292114,6154.15285,786.2841666,12.16190396,96.55934803,492.0402129,1414.156574,1177.662113,2782.981659,14319.07541,8534.727692,15299.1735,2019-20
0230,Pelham,134.5,10.3,144.8,488.9432714,1193.717472,6129.234201,2273.494424,75.07063197,390.8104089,498.7657993,1232.841561,1229.457249,3791.040892,17303.37591,10561.09294,16384.04738,2019-20
0231,Pembroke,2802.9,157.1,2960,457.1003247,1173.568575,5926.823882,958.1566841,43.51127761,191.5627835,433.1881194,1522.689928,1110.794249,2399.931446,14217.32727,8726.811323,15137.75711,2019-20
0234,Petersham,120.3,14.9,135.2,660.6982544,1492.693267,4873.915212,1827.672485,105.1870324,597.7722361,368.4621779,2593.998337,2090.714879,2347.905237,16959.01912,9265.702411,16694.48964,2019-20
0236,Pittsfield,5420.4,781.2,6201.6,350.8484964,775.2141908,5925.584643,1320.798465,263.4218877,633.8941776,570.2435245,1468.437016,1414.699653,4027.632094,16750.77415,9489.156889,16258.19985,2019-20
0238,Plainville,719,46.4,765.4,709.0535188,741.6812935,5716.786036,2025.972851,597.7053129,590.7273713,263.9216412,1294.727135,2025.91153,3092.892629,17059.37932,9936.794506,17530.92823,2019-20
0239,Plymouth,7410.3,706.6,8116.9,588.3810102,1129.861139,6306.490054,1327.189992,174.2463868,388.2141087,501.0347759,2076.602335,1296.297636,4061.567768,17849.88521,9827.036457,18403.5971,2019-20
0240,Plympton,201,18.5,219.5,707.2374129,933.1968657,7114.134876,1390.537761,209.4654229,738.8686567,846.5588557,1022.47393,2349.14796,1629.418109,16941.03985,11232.76244,19039.26934,2019-20
0242,Provincetown,127.1,57.9,185,3896.116916,1205.081904,13477.29347,2594.921007,100.0157356,725.0937844,672.297561,920.8760818,2605.773721,18663.24469,44860.71487,18774.70346,37975.25146,2019-20
0243,Quincy,9500.8,241.1,9741.9,309.0364117,939.5619474,6036.648168,753.8429311,208.433413,309.7193478,476.945092,1156.046764,1215.8418,3996.645518,15402.72139,8725.150899,16745.79004,2019-20
0244,Randolph,2798.4,592.3,3390.7,750.0242996,1792.67123,6195.555577,1458.805085,244.4692146,226.8351808,834.6498856,1756.649471,1241.068346,3550.07053,18050.79882,10752.98617,18474.84732,2019-20
0246,Reading,4182.3,85.9,4268.2,418.7083064,958.139868,5841.821448,1226.159886,134.2082514,453.4226909,443.2746216,994.555797,1150.240339,2280.593073,13901.12428,9057.026765,14947.3986,2019-20
0248,Revere,7530.2,623.8,8154,428.1090808,938.9646583,6314.821022,474.2895248,166.9723248,588.6123795,315.9362301,1328.023027,1045.416988,2095.81286,13696.9581,8799.59614,15468.36974,2019-20
0249,Richmond,179.3,37.4,216.7,784.165198,1284.068433,8429.48232,1101.038204,89.7196319,205.9631902,,1823.151813,1731.508589,2900.193196,18349.29057,#¡VALOR!,17670.75921,2019-20
0250,Rochester,513.7,11.8,525.5,466.514016,868.9477321,6608.180611,887.2376679,100.8499903,459.3149114,671.4776718,1019.404069,893.1942573,2101.695717,14076.81664,9596.008585,14735.88419,2019-20
0251,Rockland,2255.9,180.1,2436,538.4525023,1242.541336,5552.168979,1054.045835,161.1875526,198.5517975,494.6451527,1535.100847,1402.474844,3667.595195,15846.76404,8703.140653,16669.25369,2019-20
0252,Rockport,894.7,51,945.7,681.5915949,1353.122834,7571.488767,1500.592377,270.4057226,150.4470772,413.9488097,1351.995082,1452.147088,4616.43903,19362.17838,11260.00559,20826.3223,2019-20
0253,Rowe,66,28.2,94.2,902.8098485,2304.431667,9378.642576,2550.847727,402.6189394,818.0901515,412.735,2635.655606,2020.279697,8319.505455,29745.61667,15867.36606,26937.64904,2019-20
0258,Salem,3742.6,1002,4744.6,837.4915353,1391.675215,8739.950112,1055.374122,219.6939668,921.8434457,690.4118501,1626.000804,1098.531996,3153.665393,19734.63844,13018.94871,19381.20034,2019-20
0261,Sandwich,2513.2,329.3,2842.5,624.2316569,1174.063346,6370.148018,1532.354369,305.3135445,235.9000477,426.5876174,1818.851265,1789.873866,4246.108945,18523.43268,10044.36694,18707.28584,2019-20
0262,Saugus,2615.5,287.4,2902.9,463.2467559,799.7440642,6198.814663,1071.208668,106.3289658,298.301017,462.672078,1402.498413,1151.188289,4640.635898,16594.63881,8937.069455,17153.85046,2019-20
0263,Savoy,62.4,30.5,92.9,648.8346154,1516.100641,3696.341026,1543.257532,102.0307692,885.6078526,254.4985577,1167.456571,1595.715224,4185.946314,15595.7891,7997.836378,13365.90592,2019-20
0264,Scituate,2972.3,55.2,3027.5,608.6989873,1123.404771,7395.242741,869.7369041,41.64586347,150.7391582,548.3157824,1146.829391,955.1273425,2310.54436,15150.2853,10129.08522,16230.28439,2019-20
0265,Seekonk,2083.6,56.8,2140.4,690.2275053,687.0309224,6189.617734,1279.231508,98.23772797,247.6814264,626.9320503,1351.327721,1444.463136,2850.606162,15465.35589,9128.731369,16605.23298,2019-20
0266,Sharon,3640.9,51.7,3692.6,475.7250652,886.8084375,6624.560683,1361.680439,40.07740943,346.3632206,521.4301134,1947.996158,974.6564833,3098.893944,16278.19195,9780.920303,17262.21616,2019-20
0269,Sherborn,416.9,less than 6,422.4,774.6222116,1298.656752,7674.051331,2728.651955,144.4075318,541.9932838,468.1621012,994.9532262,1424.092108,2895.329815,18944.92032,12855.92296,21224.12235,2019-20
0271,Shrewsbury,6192,229.8,6421.8,351.6043282,777.7719638,5323.222707,1681.207526,207.6605297,441.4375,383.1962209,1587.137758,840.8655233,1946.263349,13540.36741,8814.496447,14247.96599,2019-20
0272,Shutesbury,126.9,18,144.9,856.4775414,1517.297084,7914.096927,3544.594169,79.3144208,305.8471237,541.9858156,1664.058314,1662.949488,2970.181245,21056.80213,13903.13554,20131.34707,2019-20
0273,Somerset,1793.3,54.1,1847.4,357.4215134,867.5447499,5778.458707,1095.103441,78.4174427,467.9802599,140.1271399,1256.694362,1217.243629,3686.907935,14945.89918,8427.63174,15862.40771,2019-20
0274,Somerville,4961.5,505.1,5466.6,732.9825073,1723.189914,7468.238571,1277.539095,344.5971682,359.6748161,672.5120306,1871.559353,1932.332031,2967.917356,19350.54284,11845.7516,20336.50613,2019-20
0275,Southampton,500.9,67.4,568.3,606.5042923,725.0329407,5361.63306,1211.459373,5.006987423,287.8039529,255.7456578,939.3212218,903.7292873,2031.682971,12327.91974,7846.681972,12989.40876,2019-20
0276,Southborough,1267.2,22.1,1289.3,531.6962121,950.1143308,8218.071725,2308.567558,58.76347854,304.8127762,539.5979798,1225.492803,1719.042811,3423.037713,19279.19739,12379.92785,20245.1714,2019-20
0277,Southbridge,2005.1,362.8,2367.9,857.4493591,1595.246975,5943.110234,1835.992818,87.09844896,696.219206,234.921161,2617.62549,1228.287612,2579.409615,17675.36092,10392.58884,17277.83903,2019-20
0278,South Hadley,1919.5,251.8,2171.3,566.9896327,666.7799687,5634.980115,1417.526809,112.5353738,723.7393696,466.4669966,1595.895139,1109.381131,2358.326674,14652.62121,9022.028632,14979.06063,2019-20
0281,Springfield,25293.6,5150.4,30444,415.8111423,983.398923,5510.043596,1356.599337,280.481782,1392.854001,468.987649,2498.617358,1336.582386,2765.242367,17008.61854,9992.365289,16730.13455,2019-20
0284,Stoneham,2384.5,172.7,2557.2,420.6553533,1286.04697,6024.415907,1303.570254,103.7051793,370.4466052,554.0778863,1038.984659,1611.426714,3519.465234,16232.79476,9642.262801,17107.22027,2019-20
0285,Stoughton,3486.9,214.6,3701.5,348.1151281,1025.329006,7240.796338,806.6907568,96.01479824,587.3373234,494.1991454,1297.252287,1203.399366,2012.555992,15111.69014,10250.36737,16400.66668,2019-20
0287,Sturbridge,889.7,31.2,920.9,465.6457233,521.6376307,6410.278746,2177.025964,45.61649994,348.5242216,399.8752388,1138.886141,850.2000674,2092.637968,14450.3282,9902.958301,16503.88207,2019-20
0288,Sudbury,2667.8,68.6,2736.4,391.0345603,1388.009971,7171.894445,1757.733338,192.472824,387.5796536,632.0743684,1097.843916,907.3483769,2421.688282,16347.67974,11529.7646,17107.31947,2019-20
0289,Sunderland,231.2,19.4,250.6,457.4888408,1043.183564,6000.638711,4265.51609,93.48447232,620.9296713,378.5695069,1027.796972,1253.232742,1528.02699,16668.86756,12402.32202,15943.01748,2019-20
0290,Sutton,1384.2,44.6,1428.8,465.402543,802.5420315,5603.177258,1530.175813,51.50041901,216.8938087,570.765034,1609.423096,1440.273732,2226.174744,14516.32848,8775.054364,14995.96343,2019-20
0291,Swampscott,2206.1,76.5,2282.6,584.8474684,795.2314038,6838.665972,1764.909569,80.44195639,181.9822311,493.1639545,1141.103758,1547.540456,2999.164136,16427.0509,10154.39509,17435.08149,2019-20
0292,Swansea,2091.2,70.6,2161.8,502.1864336,750.6137481,5525.279629,854.9313695,54.54619357,176.4386572,413.0735033,1434.671643,1421.47248,2746.77412,13879.98778,7774.883101,14092.15297,2019-20
0293,Taunton,8052.1,347.9,8400,279.0636753,749.5406043,5425.985851,876.6772109,294.2081233,237.9586766,553.7543287,1810.029638,798.5586418,2678.392263,13704.16901,8138.124795,14529.2423,2019-20
0295,Tewksbury,3438.2,171.4,3609.6,544.4347703,817.1781921,5826.236334,1533.159092,312.4815694,700.7712437,380.1405648,1796.446221,2054.535509,2859.523422,16824.90692,9569.966996,18236.0418,2019-20
0296,Tisbury,309.5,66.8,376.3,671.5869144,1817.167334,11436.09632,3180.630501,64.43851373,605.0389015,802.9254927,1592.083683,1851.903457,7237.419709,29259.29082,17906.29706,26588.95963,2019-20
0298,Topsfield,648.9,less than 6,653.9,741.419325,940.0924642,6905.426106,1576.151949,117.3878872,411.7999692,350.0308214,1307.321621,1238.412698,2634.621667,16222.66451,10300.8892,16713.04481,2019-20
0300,Truro,108.1,121.2,229.3,2859.412488,3290.769658,12286.05338,4861.345698,361.4834413,1374.879926,1292.612396,4057.208326,3549.160685,8900.840148,42833.76614,23467.1445,32234.81182,2019-20
0301,Tyngsborough,1624.7,141.2,1765.9,597.5872469,872.8934573,6401.353481,1253.550809,133.5483474,225.424386,487.3441251,1714.933218,1302.979627,2165.831846,15155.44654,9374.114606,15874.6826,2019-20
0304,Uxbridge,1679.7,238.2,1917.9,731.7491219,886.5690302,5790.214324,1713.781032,49.33797702,179.2070013,534.354349,1399.95654,1606.293386,2904.370423,15795.83318,9153.463714,16252.32181,2019-20
0305,Wakefield,3499.8,129.6,3629.4,372.3084262,987.5558889,6118.785839,1049.560938,171.020084,335.4419624,435.4298446,1505.355706,1539.046286,2766.010343,15280.51532,9097.794557,16245.46857,2019-20
0306,Wales,148.1,15.6,163.7,607.2248481,810.9520594,5514.193113,1255.806887,64.81431465,435.3747468,411.2626604,1505.948683,1107.130317,3569.264011,15281.97164,8492.403781,15884.22724,2019-20
0307,Walpole,3768.6,117.4,3886,382.7006315,1215.407284,6223.605063,1462.523632,374.9305551,235.5226264,543.5584912,1830.177374,1024.38492,2397.453012,15690.26359,10055.54765,16472.31838,2019-20
0308,Waltham,5582.8,198.7,5781.5,581.6532923,1174.518342,7669.607365,1574.294619,318.040589,352.5886652,778.108476,1754.648384,1700.776313,5427.373182,21331.60923,11867.15806,21968.24872,2019-20
0309,Ware,1166.5,212.5,1379,451.5045006,700.3540506,5122.649807,1838.489498,81.36390913,444.5803686,423.5645092,2065.593383,1182.475782,3111.546507,15422.12232,8611.002143,14961.00399,2019-20
0310,Wareham,2119.9,408.2,2528.1,465.4859427,1874.454734,6476.110892,1417.076744,102.6304873,162.4826643,572.0379876,2011.38207,1351.14471,3943.335346,18376.14158,10604.79351,17976.09727,2019-20
0314,Watertown,2644.8,147.7,2792.5,698.026399,1507.145709,8290.275185,1858.80265,345.5066394,564.602711,931.1546279,1322.079832,1867.983636,3692.671453,21078.24884,13497.48752,22422.741,2019-20
0315,Wayland,2707.1,54.3,2761.4,593.3493111,1479.369459,7744.839718,1736.908071,199.9164124,550.4060581,730.3044476,1513.189683,1544.107805,2633.982176,18726.37314,12441.74417,19442.73454,2019-20
0316,Webster,1843.5,211.3,2054.8,493.9267697,959.8003797,5667.350692,1953.342012,97.97938704,315.7754272,425.9522647,1719.637103,1021.007865,2865.414158,15520.18606,9420.200163,15948.58429,2019-20
0317,Wellesley,4954.8,72.7,5027.5,359.2501271,1701.867811,7705.612931,2289.402682,315.3168725,800.5771333,780.4192076,1455.996723,1610.379747,2715.629973,19734.45321,13593.19664,21016.27786,2019-20
0318,Wellfleet,102.2,18.1,120.3,2005.596869,2932.367906,10022.8865,5394.549902,40.3816047,629.4716243,992.8473581,3059.853229,2797.162427,5899.696673,33774.81409,20012.50489,30656.06816,2019-20
0321,Westborough,3946.4,52.3,3998.7,367.7757222,1201.061628,6591.577303,1483.607756,62.99135161,562.6863547,614.8784741,1568.90673,1425.505894,2462.452815,16341.44403,10516.80287,16998.76634,2019-20
0322,West Boylston,891.2,105.7,996.9,838.2628703,814.5653838,7557.918088,879.2139026,73.22826526,310.6704556,481.0207024,1469.463835,1190.634829,3145.63327,16760.6116,10116.6168,17347.2074,2019-20
0323,West Bridgewater,1346.6,40.9,1387.5,445.1938215,677.1119857,5405.490866,963.554879,107.1817912,179.9877469,347.4669538,1338.823704,974.1437695,2259.026437,12697.98195,7680.794222,13580.33384,2019-20
0325,Westfield,5305.7,299.9,5605.6,328.0767853,943.181861,5925.870102,1099.988126,146.6888441,396.3663607,605.8353544,1410.779351,1039.793241,3020.580696,14917.16072,9117.930648,15498.6957,2019-20
0326,Westford,5084.3,81.9,5166.2,339.8555809,960.4066046,6240.877814,1213.943546,37.10659284,233.0093238,471.4464272,1500.942822,1158.266324,2161.778601,14317.63364,9156.790308,15130.55606,2019-20
0327,Westhampton,122.8,31.9,154.7,760.5211726,1438.859935,7265.952769,2149.421824,22.77687296,717.8827362,397.0439739,1378.648208,964.1775244,3452.198697,18547.48371,11991.93811,18802.1978,2019-20
0330,Weston,2092.8,35.7,2128.5,795.9913991,1637.876524,8867.478741,2028.2195,282.8906871,653.6730409,1251.132124,2268.868841,2663.932402,4522.357712,24972.42097,14721.27062,25846.23074,2019-20
0331,Westport,1446.9,116.3,1563.2,590.6178727,831.0622711,6255.761283,1837.668118,96.35842145,360.4464718,514.6222959,1705.699772,1085.279563,2305.625821,15583.14189,9895.918861,15856.50269,2019-20
0332,West Springfield,4097,185.5,4282.5,325.7341958,867.093239,5590.202587,1424.592385,61.7503051,394.6895289,668.460825,1612.636319,975.7207713,2015.124725,13936.00488,9006.78887,14899.06597,2019-20
0335,Westwood,3098.8,23.3,3122.1,529.911256,1411.755518,7507.171163,2027.153414,169.5743514,585.7903059,490.5521492,1630.565057,2159.002517,2312.177617,18823.65335,12191.9969,19323.32693,2019-20
0336,Weymouth,5797.3,414.4,6211.7,628.2526383,955.919132,6178.340375,1236.891101,58.81540372,357.126463,672.8391682,1355.202035,1224.72709,2529.957347,15198.07075,9459.931643,16221.79573,2019-20
0337,Whately,135.7,14.2,149.9,471.4467207,1596.747605,5655.675387,3028.005895,135.306927,541.460059,589.5257922,1441.082167,1480.036183,2077.669492,17016.95623,11546.72167,16161.16718,2019-20
0340,Williamsburg,151.2,46.3,197.5,551.0081349,1469.199735,7296.223545,1285.469577,14.12037037,590.4563492,498.3597884,1378.558201,1635.185185,3268.048942,17986.62983,11153.82937,17233.08066,2019-20
0341,Williamstown,,,,,,,,,,,,,,,#¡VALOR!,,2019-20
0342,Wilmington,3186.7,90.3,3277,502.4734051,869.6212383,7052.319955,891.3559482,108.6622525,98.8624596,786.5177142,1656.190103,1713.534063,3317.534126,16997.07126,9807.339568,18673.25969,2019-20
0343,Winchendon,1256.9,199.3,1456.2,619.9443074,1075.445143,5451.930941,1266.754714,99.09618904,389.9443074,484.5874771,2008.485162,1173.751293,1702.116318,14272.05585,8767.758772,14163.55583,2019-20
0344,Winchester,4635.8,65.3,4701.1,520.5043358,1067.251391,6238.078649,1149.116226,33.69580223,513.3625264,511.4862591,1111.903924,871.7518012,1995.835886,14012.9868,9512.990854,14709.9356,2019-20
0346,Winthrop,1977.7,56.6,2034.3,458.8689286,831.6073216,5478.089675,1275.321429,71.44011225,310.7523689,437.4856854,1034.32059,1013.707084,2490.259645,13401.85284,8404.696592,14067.9789,2019-20
0347,Woburn,4533.6,150.3,4683.9,380.8789792,1031.61814,6983.546034,1378.080554,129.5612207,386.3139668,533.4160491,1566.270531,1454.052751,3693.85397,17537.5922,10442.53596,18498.92859,2019-20
0348,Worcester,25430.4,3150,28580.4,362.0911093,751.8451295,5958.828609,1242.546833,50.63292555,699.8233355,380.1643491,1700.699775,937.81006,2723.062269,14807.50439,9083.841181,15110.24088,2019-20
0349,Worthington,75.7,68.4,144.1,875.4161162,1959.471598,4979.735799,2293.513871,19.76221929,647.2391017,175.6935271,2980.369881,,2740.805812,16672.00793,10075.41612,14311.58917,2019-20
0350,Wrentham,967.5,36.9,1004.4,604.6739018,910.5767442,6327.799483,1979.792248,149.1586563,449.3054264,378.749354,1419.578295,1488.54677,3248.723514,16956.90439,10195.38191,17244.99303,2019-20
0406,Northampton-Smith Vocational Agricultural,481.8,0,481.8,1419.420239,2056.855542,7844.991698,1009.784143,63.37691988,1712.782026,1041.608551,1685.840546,2734.838107,3297.945205,22867.44298,13729.39888,22867.44298,2019-20
0600,Acton-Boxborough,5586.8,124,5710.8,432.1062809,1048.260655,5888.212864,1595.635076,91.11819467,361.3943832,597.9610439,1635.45556,1094.444027,2369.141109,15113.72919,9582.582217,16428.00378,2019-20
0603,Adams-Cheshire,1161.6,234.6,1396.2,637.622667,806.6201532,5931.479907,1374.056181,95.61429924,276.3652032,365.0727101,1841.031431,975.6855888,3625.34678,15928.89492,8849.208454,14946.3605,2019-20
0605,Amherst-Pelham,1334.3,158.3,1492.6,758.77239,1543.987859,7284.606161,2121.775463,64.29888331,545.9934048,924.6391366,2235.513003,1775.920707,5046.517275,22302.02428,12485.30091,22835.08643,2019-20
0610,Ashburnham-Westminster,2356.7,81.6,2438.3,369.8680443,680.8460814,4845.346701,1310.230067,130.1248356,381.0668732,478.6994781,1724.917024,1103.037599,1930.307298,12954.444,7826.314037,13131.11727,2019-20
0615,Athol-Royalston,1475.2,378.1,1853.3,429.6094292,1041.769374,4817.064344,1353.880389,167.0665605,337.3031589,474.3356291,2032.978376,1187.03891,2832.634531,14673.6807,8191.419455,14257.07414,2019-20
0616,Ayer Shirley,1710.3,232,1942.3,658.5079226,1175.700824,5188.053277,1341.628311,158.4577969,565.904812,390.6039467,1626.009519,1301.46859,2552.504718,14958.83972,8820.348968,15478.13907,2019-20
0618,Berkshire Hills,1197.9,121.7,1319.6,959.5191585,1186.511395,7038.253661,2024.717422,283.6708239,676.9770098,878.150096,2660.037616,1978.004007,4776.291844,22462.13303,12088.28041,21926.94768,2019-20
0620,Berlin-Boylston,580.9,45,625.9,589.4887244,1129.629885,5773.315545,1039.536925,89.46290239,297.9428473,532.0072302,1345.904631,1211.09141,2668.633155,14677.01326,8861.895335,16201.32513,2019-20
0622,Blackstone-Millville,1725.2,126.1,1851.3,474.3623928,739.4297357,5110.099148,1092.98599,136.4915952,206.966885,422.3792082,1674.861465,1180.621377,2203.812312,13242.01011,7708.352562,13801.6474,2019-20
0625,Bridgewater-Raynham,5369.2,256.6,5625.8,338.5502496,550.3553025,5373.075611,996.4943548,38.57980705,134.7789429,426.6936192,1787.50745,938.0863071,2437.713253,13021.8349,7519.977637,13746.37828,2019-20
0632,Chesterfield-Goshen,129,16,145,915.8139535,1268.093023,7712.906977,1570.937984,33.82945736,700.5658915,582.0077519,2099.674419,1669.906977,2454.209302,19007.94574,11868.34109,17915.57241,2019-20
0635,Central Berkshire,1595.9,230.3,1826.2,490.0864716,1027.540573,5677.068739,1173.823548,328.3500233,423.2505295,639.3395576,1936.826242,1303.349458,3578.363306,16577.99845,9269.37297,16035.96634,2019-20
0640,Concord-Carlisle,1253.4,44.8,1298.2,595.1179193,1494.288392,8687.394415,1476.224781,126.5416547,665.275355,1148.639572,3002.862406,1722.518334,2222.396146,21141.25898,13598.36417,23573.39873,2019-20
0645,Dennis-Yarmouth,2956,566.7,3522.7,540.1315968,1260.856901,7487.503383,1559.639378,104.6867388,460.5845737,531.5436401,1434.094384,1462.600474,3261.416441,18103.05751,11404.81461,17329.67468,2019-20
0650,Dighton-Rehoboth,2913.5,77.9,2991.4,379.384081,890.4220594,5913.592528,1086.679132,41.89383559,400.7690304,476.9128608,1407.540371,970.8134752,2570.901723,14138.9091,8810.269446,14941.55666,2019-20
0655,Dover-Sherborn,1181.2,33.4,1214.6,454.2983491,1240.018498,8835.129605,1229.461395,114.3800119,513.4198612,805.0866576,2263.238376,2145.234736,3362.017186,20962.28468,12737.49603,21412.93155,2019-20
0658,Dudley-Charlton,3817.9,99.5,3917.4,247.5875796,639.7319547,5347.357013,1111.642487,60.71231043,320.6550093,351.7994002,1513.63327,996.3556458,2208.527874,12798.00254,7831.898174,13427.72801,2019-20
0660,Nauset,1494.1,119.1,1613.2,555.0425005,898.0088348,7999.431765,1626.445352,146.1287732,479.2262901,848.9016799,2303.995047,1287.917141,4093.853825,20238.95121,11998.14269,20917.80684,2019-20
0662,Farmington River,117.6,141.4,259,1504.081633,2315.969388,5766.003401,3563.249575,272.6615646,1073.053146,605.6292517,4058.360544,2259.22619,7068.545918,28486.78061,13596.56633,18303.5027,2019-20
0665,Freetown-Lakeville,2799.9,123.4,2923.3,329.3174756,771.2604022,5356.846702,1002.507215,59.92845102,231.305143,444.2566306,1765.079935,901.431044,2326.95627,13188.88927,7866.104543,13971.61931,2019-20
0670,Frontier,655.1,96.8,751.9,551.533949,948.2466036,5644.152358,1450.378996,59.24413067,796.1633796,684.8695008,1814.198535,1577.097603,3617.073973,17142.95903,9583.054969,17565.57267,2019-20
0672,Gateway,840.8,102.9,943.7,878.8445528,921.3401403,6114.813118,1764.282969,29.15589914,399.7488463,549.8495124,2525.083099,1566.465783,3507.959836,18257.54376,9779.190485,17258.60757,2019-20
0673,Groton-Dunstable,2404.8,118.5,2523.3,429.5762641,1135.758899,6137.497505,1520.389222,77.96490353,220.2702927,557.8771623,1479.996257,1195.802977,3083.917582,15839.05106,9649.757984,16463.04918,2019-20
0674,Gill-Montague,938.3,336.8,1275.1,741.0934669,1338.451455,5841.761697,1832.905254,170.7737397,425.5600554,608.8873495,1796.879463,1853.668336,4281.990834,18891.97165,10218.33955,16584.37171,2019-20
