LEA,District,In-District FTE Pupils,Out-of-District FTE Pupils,Total FTE Pupils,Administration,Instructional Leadership,Teachers,Other Teaching Services,Professional Development,"Instructional Materials, Equipment and Technology","Guidance, Counseling and Testing",Pupil Services,Operations and Maintenance,"Insurance, Retirement Programs and Other","Total
In-District Expenditures",Instructional Services,Total Expenditures,year
0281,Springfield,25776,4811.9,30587.9,490.0137752,1060.452336,5273.509219,1035.786595,360.7079081,1009.530168,437.7175927,2406.806179,1155.979234,2634.63787,15865.14088,9177.703818,15797.64241,2018-19
0284,Stoneham,2328.2,159.8,2488,450.7306073,1050.105661,6015.0975,1175.450885,110.0193282,400.9037024,539.4510781,1026.147238,1338.155657,3723.450305,15829.51196,9291.028155,16673.4713,2018-19
0285,Stoughton,3542.6,201.2,3743.8,378.9535059,1124.663803,6885.31408,822.6870095,110.8615141,651.7463414,459.6566081,1374.049896,1170.072272,1931.856427,14909.86146,10054.92936,15774.92667,2018-19
0287,Sturbridge,908.9,31.5,940.4,425.1864892,640.7701617,6039.95269,1972.867202,45.73660469,197.2153152,312.8352954,992.7648806,856.8346353,1824.026846,13308.19012,9209.377269,15251.96432,2018-19
0288,Sudbury,2701.1,69.2,2770.3,629.7860131,1071.95624,6929.081115,1602.697049,200.2287957,493.2649661,623.0935545,999.3739588,941.929214,2452.554515,15943.96542,10920.32172,16555.7936,2018-19
0289,Sunderland,236,17,253,721.2966102,926.4491525,5452.830508,3871.152542,140.4322034,563.779661,425.8559322,974.8559322,984.1864407,1150.822034,15211.66102,11380.5,14640.62846,2018-19
0290,Sutton,1409.8,41.5,1451.3,536.0254646,761.0442687,5302.71342,1406.066626,53.22726628,233.5404809,549.9719393,1452.68043,1214.275394,2032.944446,13542.48974,8306.564002,14088.23106,2018-19
0291,Swampscott,2199.6,68.8,2268.4,690.5282779,923.0310056,6637.369976,1650.948354,57.43998909,181.8776141,499.9231678,1092.62184,1505.383706,2700.999273,15940.1232,9950.590107,16876.41213,2018-19
0292,Swansea,2075.2,62.6,2137.8,480.4848063,716.000877,5400.104732,912.0330185,43.08998651,195.7252361,373.6745759,1448.2837,1200.133086,2705.08177,13474.61179,7640.628426,13665.8642,2018-19
0293,Taunton,8092.4,307.5,8399.9,294.4818756,705.5989274,5201.680005,728.5742277,258.2058845,409.5388352,503.5949026,1747.743571,826.0196505,2705.997829,13381.43571,7807.192782,13916.79484,2018-19
0295,Tewksbury,3478.8,179.2,3658,716.7305795,778.1538634,5624.882047,1433.387332,304.6437275,850.1675003,365.0950615,1682.590548,1463.64762,2892.093647,16111.39193,9356.329531,17276.27301,2018-19
0296,Tisbury,310.2,77.9,388.1,600.4867827,1972.511283,10591.02192,3335.196647,65.04190845,759.3101225,785.4533849,1473.96196,1475.154739,6216.283043,27274.42179,17508.53527,24177.04947,2018-19
0298,Topsfield,640.2,6,646.2,818.1333958,1167.499219,6652.805373,1632.171197,134.1549516,338.9956264,296.2230553,1324.301781,1434.789128,2753.288035,16552.36176,10221.84942,16823.43083,2018-19
0300,Truro,104.5,117.8,222.3,2885.845263,3568.540766,11649.2778,5284.01378,706.8066029,1227.098469,1311.430431,4312.731579,3216.457033,9434.915024,43597.11675,23747.16785,31460.34329,2018-19
0301,Tyngsborough,1690.1,134.6,1824.7,602.4211585,912.2205787,6196.009112,1084.666588,126.9268091,181.4040589,496.9066919,1667.187149,1253.641796,2013.186794,14534.57074,8998.133838,14929.50695,2018-19
0304,Uxbridge,1720.9,239.1,1960,905.6052066,885.2036725,5519.964553,1529.782672,50.58457784,148.6170027,461.7014353,1422.370271,1569.165553,2577.669824,15070.66477,8595.853914,15367.30553,2018-19
0305,Wakefield,3489.6,115.5,3605.1,432.7908356,943.888331,5876.38809,1266.036371,67.76021607,449.8636606,422.4344825,1014.947819,1351.483196,2717.451771,14543.04477,9026.371151,15593.77126,2018-19
0306,Wales,160.4,17.3,177.7,566.3279302,881.2967581,4980.05611,845.0374065,37.1882793,285.0810474,379.6134663,1356.346633,968.19202,3032.92394,13332.06359,7408.273067,13522.78559,2018-19
0307,Walpole,3812.1,118.9,3931,373.3037197,1158.244773,5834.733137,1379.750387,353.683492,226.7609454,501.4774875,1708.834923,1021.97441,2360.188901,14918.95218,9454.650222,15820.24114,2018-19
0308,Waltham,5565.9,184.9,5750.8,686.0632691,990.3494493,7372.905541,1570.416644,279.2315708,345.3305719,782.1344257,1626.983397,1555.913951,5628.409468,20837.73829,11340.3682,21648.85436,2018-19
0309,Ware,1191.2,198.4,1389.6,530.9939557,658.3218603,4861.104768,1743.263936,103.4612156,318.4167226,412.2372398,1972.788784,1014.749832,3032.638516,14647.97683,8096.805742,14362.9036,2018-19
0310,Wareham,2311.5,350.5,2662,550.6942678,1491.242613,6072.647311,1488.7521,106.0534372,212.3103742,431.406658,1597.071826,1223.820822,3940.519208,17114.51862,9802.412494,17327.39172,2018-19
0314,Watertown,2597.4,150.4,2747.8,687.3571495,1502.108832,8165.737153,1789.812486,202.1937668,569.8465234,797.3166782,1257.082332,1460.744664,3654.259895,20086.45948,13027.01544,21794.8719,2018-19
0315,Wayland,2718.6,56.1,2774.7,829.1998602,1192.232671,7815.816608,1665.489826,105.5176929,370.6222615,671.5996395,1468.10551,1441.984716,2546.53042,18107.09921,11821.2787,18750.93899,2018-19
0316,Webster,1865.5,210.6,2076.1,612.0111927,892.6461699,5187.5835,1783.709783,120.9097936,312.6676548,439.3975074,1563.060911,1022.883055,2789.252544,14724.12211,8736.914409,15112.54283,2018-19
0317,Wellesley,5002.4,73.7,5076.1,367.0696066,1580.144197,7438.369241,2170.295688,269.7621102,751.1340297,739.7580621,1412.67867,1619.372905,2752.029081,19100.61359,12949.46333,20380.62723,2018-19
0318,Wellfleet,113.6,16,129.6,1889.058099,2614.216549,10800.23768,4714.603873,68.75,591.3933099,844.2455986,2373.996479,2406.971831,5349.577465,31653.05088,19633.44701,29143.07731,2018-19
0321,Westborough,3971.7,59.7,4031.4,343.8154493,1103.779324,6455.383853,1456.925435,58.92150465,422.9320669,483.4047486,1073.191616,1363.319088,2165.228154,14926.90124,9981.346932,15838.84257,2018-19
0322,West Boylston,908.8,101.1,1009.9,814.5481294,802.3836818,6972.84463,888.0459397,38.39076805,372.7986246,454.1465779,1299.464525,1011.409551,2939.973889,15594.00632,9528.610222,16328.31166,2018-19
0323,West Bridgewater,1292.8,39.3,1332.1,507.0762995,891.2873298,5651.112314,879.0887995,46.52150371,313.7329827,356.693224,1402.318696,886.4105817,2304.356436,13238.59817,8138.436154,14015.56105,2018-19
0325,Westfield,5421.2,250.1,5671.3,289.7674445,972.7779182,5538.285066,1052.718402,87.20873607,331.5369291,542.6313159,1344.557517,975.633808,2903.041216,14038.15835,8525.158367,14445.16023,2018-19
0326,Westford,5066.9,82.2,5149.1,339.4045669,901.5963212,6011.32739,1167.977623,54.35433894,373.4255403,475.5331662,1423.963765,1185.329491,2071.229955,14004.14216,8984.21438,14806.39756,2018-19
0327,Westhampton,121.5,33.9,155.4,746.1975309,1403.777778,7040.37037,1730.510288,34.01646091,668.9300412,381.2839506,1533.539095,1175.794239,3309.555556,18023.97531,11258.88889,18110.78159,2018-19
0330,Weston,2104.1,34.7,2138.8,894.7260111,1856.927786,8969.518559,2019.433487,161.0736182,915.4612423,704.789221,2165.120284,2062.403598,4757.252982,24506.70679,14627.20391,25367.29298,2018-19
0331,Westport,1439.2,103,1542.2,564.8506115,1002.41662,6177.345748,1822.320734,89.70747638,282.1053363,509.3496387,1714.442051,890.1341023,2166.761395,15219.43371,9883.245553,15362.8498,2018-19
0332,West Springfield,4184.6,162.1,4346.7,304.3368542,814.3700712,5171.709841,1416.153276,54.54547627,294.5765426,624.8236391,1618.937055,863.8553267,1902.55341,13065.86149,8376.178846,13976.3241,2018-19
0335,Westwood,3127.3,22.9,3150.2,542.1110191,1294.548978,7240.32774,2261.511946,151.1720462,616.8605442,491.3758546,1494.674966,1886.950305,2195.878301,18175.4117,12055.79711,18310.14772,2018-19
0336,Weymouth,5949.2,382.7,6331.9,570.5624101,926.9515179,5974.257462,1112.817739,51.20520406,306.8848837,598.6457238,1230.354993,1351.209611,3139.134013,15262.02356,8970.762529,16189.07178,2018-19
0337,Whately,139.3,16.8,156.1,678.7939698,1742.325915,5578.722182,2709.533381,85.24048816,365.1471644,577.9181622,1154.809763,1434.256999,1224.335966,15551.08399,11058.88729,15741.67786,2018-19
0340,Williamsburg,165.9,48.8,214.7,530.4072333,1150.024111,7062.38698,1089.01748,15.46714888,536.9559976,406.1965039,1244.116938,1384.605184,2785.521398,16204.69898,10260.04822,15770.31477,2018-19
0341,Williamstown,457.1,9.5,466.6,407.9731787,1072.571997,5554.91737,2246.772151,2.461168235,425.671713,199.8799387,810.1047692,847.7592212,5871.718661,17439.83017,9502.274338,17321.36877,2018-19
0342,Wilmington,3309.8,84.3,3394.1,528.0356336,751.7535803,6529.57017,885.7193063,87.44153725,103.3119826,759.4918122,1520.175476,1585.603891,3217.36659,15968.46998,9117.288389,17767.33662,2018-19
0343,Winchendon,1267.3,200.9,1468.2,689.020011,1020.039083,5288.04998,1099.920413,38.04928588,392.9830743,441.1961887,1857.605744,1121.967703,1650.285197,13599.11668,8280.238026,13738.04745,2018-19
0344,Winchester,4649.7,64.4,4714.1,682.2632449,942.8426436,6133.26991,1081.528445,54.39513302,318.6781577,455.1593393,1072.569196,864.5603415,1846.077811,13451.34422,8985.873628,14121.67749,2018-19
0346,Winthrop,1986.9,40.7,2027.6,426.3368061,822.3067945,5302.275545,1212.160043,78.12437969,343.9409734,415.8086013,972.1613368,942.2211133,2494.970965,13010.30656,8174.616337,13690.3089,2018-19
0347,Woburn,4594.3,153.7,4748,398.3113314,1025.539038,6644.963154,1376.895936,112.9949611,429.7220469,520.2705526,1456.931001,1351.138685,3592.029726,16908.79643,10110.38569,17665.87869,2018-19
0348,Worcester,25559,3154.1,28713.1,373.7731742,757.1051209,5708.781998,1210.957465,42.99756524,665.3399792,363.8176979,1620.059457,883.301628,2516.142576,14142.27666,8748.999826,14468.79917,2018-19
0349,Worthington,64.5,72.3,136.8,560.7596899,2000.341085,5594.294574,2094.434109,274.7131783,742.2170543,232.5581395,2638.542636,,2677.891473,16815.75194,10938.55814,14236.97806,2018-19
0350,Wrentham,1019.1,28.3,1047.4,596.3202826,845.3652242,5813.030066,1686.250859,163.8602689,430.8998136,374.5746247,1326.687273,1254.252772,3176.784418,15668.0256,9313.980856,16017.44786,2018-19
0406,Northampton-Smith Vocational Agricultural,488.9,0,488.9,1421.721702,2158.742074,7319.291512,1050.638167,61.51793823,1968.428165,979.7613622,1716.960503,2667.990427,3122.462201,22467.51405,13538.37922,22467.51405,2018-19
0600,Acton-Boxborough,5632.3,129.4,5761.7,550.2853452,952.4179074,5595.260616,1490.253417,81.91636276,363.460201,580.3192639,1438.115951,968.2093745,2362.178096,14382.41653,9063.627768,15697.77906,2018-19
0603,Adams-Cheshire,1202.2,215.9,1418.1,584.6169855,769.2484695,5632.087531,1330.083197,30.61065546,464.1247546,279.2485859,1890.075245,940.4342955,3801.112061,15721.64178,8505.403194,14871.43174,2018-19
0605,Amherst-Pelham,1341.7,169.7,1511.4,856.894984,1555.319371,7207.922785,2066.069911,121.2290378,263.3509726,890.6461951,2218.172468,1677.72751,5006.329284,21863.66252,12104.53827,22150.61967,2018-19
0610,Ashburnham-Westminster,2375.5,78.6,2454.1,356.7928057,694.8000042,4675.533883,1195.093917,69.52691223,296.9995622,437.4896359,1667.436506,1067.125759,1927.874271,12388.67326,7369.443915,12523.0757,2018-19
0615,Athol-Royalston,1497.8,386.2,1884,421.4908666,981.372967,4709.673621,1399.850948,189.1160302,361.1436774,502.5413273,1885.11352,1118.468801,2869.562512,14438.33427,8143.698571,13888.08181,2018-19
0616,Ayer Shirley,1693.1,250,1943.1,612.3980745,998.4791211,5029.04855,1262.887508,122.6403875,533.0262241,389.0433229,1604.357504,1210.200892,2499.118073,14261.19966,8335.125114,14828.87753,2018-19
0618,Berkshire Hills,1239.4,121.4,1360.8,1102.208649,1407.555293,6612.294659,1922.038785,146.682314,387.0524851,786.5416573,2175.660287,1614.604413,4735.299822,20889.93837,11262.16519,20668.93494,2018-19
0620,Berlin-Boylston,588.2,48.2,636.4,684.4372662,1122.473648,5758.114587,864.2706562,103.9034342,312.7864672,444.3556613,1237.458348,1044.527372,2596.82931,14169.15675,8605.904454,15883.09603,2018-19
0622,Blackstone-Millville,1694.2,126.4,1820.6,540.2172117,685.8830126,5441.494511,1283.311297,48.97650809,230.8239877,426.4939204,1682.63133,1070.738402,2373.69673,13784.26691,8116.983237,14140.08258,2018-19
0625,Bridgewater-Raynham,5350.3,212.6,5562.9,387.7005028,534.3784853,5266.260927,970.653197,57.9026877,79.47115676,416.0294993,1547.154946,1086.479498,2486.266004,12832.2969,7324.695953,13611.39217,2018-19
0632,Chesterfield-Goshen,137.6,17.2,154.8,901.6061047,1171.715116,7824.229651,1665.174419,8.677325581,268.3648256,521.9040698,1830.828488,1342.943314,2416.991279,17952.43459,11460.06541,16774.30774,2018-19
0635,Central Berkshire,1610.3,224.1,1834.4,597.0800472,888.7685524,5712.694529,1231.706514,104.5743029,303.2292119,546.1404707,1883.20934,1254.122834,3996.757747,16518.28355,8787.113581,15744.05167,2018-19
0640,Concord-Carlisle,1265.3,49.9,1315.2,897.5364103,1634.749308,8259.411618,1454.577665,167.734806,635.7294871,1243.041113,2530.849293,1397.568683,2072.605295,20293.80368,13395.244,22471.63301,2018-19
0645,Dennis-Yarmouth,3000.6,553,3553.6,528.3186696,1129.422449,7098.509298,1508.51449,84.64107179,250.4122509,543.9348797,1425.311938,1405.471239,3131.53136,17106.06765,10615.43444,15777.23109,2018-19
0650,Dighton-Rehoboth,2895.1,68.7,2963.8,450.5013644,768.8432179,5683.807122,1333.77189,56.19149598,423.7946876,459.4431971,1435.806708,914.440952,2408.565507,13935.16614,8725.851611,14640.66602,2018-19
0655,Dover-Sherborn,1175,35.7,1210.7,760.4321191,1198.809847,8622.486979,1135.900332,131.1865277,500.9107489,788.2370979,2187.663183,1742.565481,3505.54154,20573.73386,12377.53153,20970.19599,2018-19
0658,Dudley-Charlton,3931.6,100.4,4032,254.6572795,651.2473573,4885.680039,990.4291027,66.31267677,246.338082,317.0768491,1462.9418,902.2859803,2142.836443,11919.80561,7157.084106,12547.19139,2018-19
0660,Nauset,1467.8,140.1,1607.9,593.6755689,1003.025617,7879.491075,1661.543807,140.6336013,479.7601853,887.1794522,2292.821229,1155.367216,4039.408639,20132.90639,12051.63374,20710.15877,2018-19
0662,Farmington River,125.5,142.9,268.4,1441.075697,2151.257769,5652.964143,2990.159363,267.187251,1003.23506,548.3505976,4057.290837,2184.007968,6551.792829,26847.32151,12613.15418,18088.39247,2018-19
0665,Freetown-Lakeville,2810.3,120.5,2930.8,418.2685123,740.6038501,5217.211604,957.3095399,33.26762267,297.6175141,428.1678113,1612.960182,910.5252108,2226.643419,12842.57527,7674.177942,13569.10978,2018-19
0670,Frontier,626.5,102.3,728.8,712.2027135,955.9361532,5705.893057,2185.736632,125.6935355,655.6759777,728.622506,1919.18641,1470.220271,3684.558659,18143.72591,10357.55786,18759.51205,2018-19
0672,Gateway,830.8,105.5,936.3,903.50987,1190.754694,5823.932354,1716.308377,37.14010592,324.8290804,574.7291767,2396.074868,1397.002889,3515.385171,17879.66659,9667.693789,17104.34034,2018-19
0673,Groton-Dunstable,2428.5,110.9,2539.4,562.1103562,845.865349,5779.383982,1395.178505,74.02882438,200.1247848,553.2740375,1483.179329,1060.18077,3036.92691,14990.25285,8847.855483,15606.58492,2018-19
0674,Gill-Montague,972.4,313.4,1285.8,730.9234883,1306.243316,5883.852324,1730.119292,194.0981078,346.0612916,507.2900041,1811.834636,1429.756273,4251.848005,18192.02674,9967.664336,16552.3315,2018-19
0675,Hamilton-Wenham,1751.9,61.8,1813.7,696.0357212,1530.271711,6740.311462,1510.802338,104.2636908,651.5669445,634.3648838,1511.500498,1315.985342,2268.125081,16963.22767,11171.58103,18362.04491,2018-19
0680,Hampden-Wilbraham,3068.2,66.1,3134.3,539.8093345,858.7399778,5400.463464,1341.519458,125.1769767,433.6741412,569.4232514,1903.551594,1336.591487,2437.121113,14946.0708,8728.997269,15566.77477,2018-19
0683,Hampshire,701.5,110.3,811.8,530.9751105,1152.600143,7299.345688,1082.80114,64.51461155,646.9893086,731.448325,1738.541696,1535.664433,3531.942979,18314.82344,10977.69922,18421.52135,2018-19
0685,Hawlemont,162.7,23.7,186.4,591.0858636,1160.267793,4930.950891,1839.015919,49.54499078,455.1303012,380.0932391,1480.473202,1256.94622,2266.716165,14410.22459,8815.003135,13331.37866,2018-19
0690,King Philip,2035.9,96.5,2132.4,572.9935901,1097.260445,4716.507535,866.2817525,46.69121273,416.0150007,590.900722,1590.485407,1300.910315,2788.118965,13986.16494,7733.656668,16292.93855,2018-19
0695,Lincoln-Sudbury,1489.5,64.8,1554.3,620.3770191,1133.85422,8451.826485,883.8293588,399.9453508,336.4251091,1121.394898,1970.542128,1205.114938,2752.814596,18876.1241,12327.27542,21778.13035,2018-19
0698,Manchester Essex,1378.8,28.6,1407.4,582.9061575,1256.7566,7625.014766,1276.938642,91.18436321,412.6327241,742.3469684,1516.92677,1203.534893,3125.596896,17833.83878,11404.87406,18343.63365,2018-19
0700,Marthas Vineyard,631.7,43,674.7,736.2292227,2340.014247,11384.59079,1361.519709,328.5246161,1774.027228,1330.202628,2791.315751,2579.221149,6230.199462,30855.8448,18518.87921,31496.28816,2018-19
0705,Masconomet,1792.6,51.7,1844.3,706.9396407,1211.656253,7049.8081,927.7312284,91.60883633,353.426866,721.4598907,1993.295772,1364.298784,3001.377329,17421.6027,10355.69117,18654.86302,2018-19
0710,Mendon-Upton,2252.3,108.7,2361,551.5155042,829.2535097,5750.129441,1239.320686,83.61026062,577.556671,376.2550504,2003.520943,1201.994215,2711.323545,15324.47983,8856.125618,16343.75194,2018-19
0712,Monomoy,1873.5,306.9,2180.4,812.6702162,868.8626048,7017.879237,1757.897635,361.3434908,359.2377742,478.8764345,1641.975698,1560.819082,3660.65945,18520.22162,10844.09718,17503.20948,2018-19
0715,Mount Greylock,531.5,47.8,579.3,545.8871119,1131.88523,6811.253057,1263.951082,133.593603,508.5399812,744.7657573,2220.015052,1721.894638,4388.571966,19470.35748,10593.98871,19867.29625,2018-19
0717,Mohawk Trail,925.4,206.2,1131.6,714.1560406,1185.240977,6440.521936,2404.866004,134.3365031,370.5532743,482.6788416,2628.911822,1538.423384,4153.39853,20053.08731,11018.19754,18759.74468,2018-19
0720,Narragansett,1449.3,156.7,1606,544.0336714,722.4522183,4904.895467,943.414062,156.0070379,263.0193887,441.8691782,1415.258401,981.1619402,2279.309322,12651.42069,7431.657352,12981.60012,2018-19
0725,Nashoba,3314.1,141.8,3455.9,648.1512688,924.8078151,6476.796251,1501.522413,106.4257506,353.5967427,730.0039136,1752.626098,1234.344335,2431.478975,16159.75356,10093.15289,16589.78855,2018-19
0728,New Salem-Wendell,158.9,8.4,167.3,970.2076778,1280.035431,5498.640654,3105.003147,150.6544997,349.3844556,461.9257395,1386.779106,1458.665828,3335.947137,17997.24368,10845.64393,17349.7431,2018-19
0730,Northboro-Southboro,1433.4,41.7,1475.1,465.4636598,808.618055,6995.503425,1222.386975,92.74736291,238.360353,696.56006,2159.152477,1199.664567,2649.973741,16528.43068,10054.17623,17005.90166,2018-19
0735,North Middlesex,3042,230,3272,480.1255753,730.5925773,5721.182396,1474.151677,81.08087114,245.5974918,418.1698422,1887.567005,1339.231949,2778.055822,15155.75521,8670.774855,16046.5915,2018-19
0740,Old Rochester,1254.5,15.4,1269.9,431.6929215,923.638892,6032.469159,1093.273384,39.97809486,375.9573695,634.4557354,1590.161291,1289.252387,3090.939115,15501.81835,9099.772635,15407.08045,2018-19
0745,Pentucket,2458.4,102.3,2560.7,575.3843964,837.8953791,6145.780589,1324.932883,44.38659291,238.2464204,401.8979824,1481.764562,1115.057761,2616.809307,14782.15587,8993.139847,15671.89712,2018-19
0750,Pioneer Valley,774.2,93,867.2,779.1418626,1172.704224,5697.206252,2107.747145,135.1354689,186.3834926,589.8439938,2311.893064,1346.091281,4294.20443,18620.35121,9889.020576,18280.41116,2018-19
0753,Quabbin,2209.5,175.4,2384.9,709.3780131,788.4180539,4717.520462,1377.144879,260.0440597,666.9881874,703.0320389,1892.842593,1492.455832,2513.52501,15121.34913,8513.14768,15739.89062,2018-19
0755,Ralph C Mahar,772.9,95,867.9,563.9461767,1065.665675,5224.740587,819.8576789,100.3144003,1011.130806,638.9468237,2359.292276,1339.644197,2694.85962,15818.39824,8860.655971,16945.12905,2018-19
0760,Silver Lake,1854.3,74.8,1929.1,625.9355282,1076.748924,6151.833231,1201.437718,113.1326269,609.633878,576.9657661,1107.649463,1801.198846,2267.753309,15532.28929,9729.752144,15369.84414,2018-19
0763,Somerset Berkley,978.2,44,1022.2,495.2126355,1303.052545,6130.028624,677.8439992,82.57002658,350.3445103,172.0179922,2041.589654,1122.035371,2530.799428,14905.49479,8715.857698,16129.90404,2018-19
0765,Southern Berkshire,673.1,110.8,783.9,978.5669291,1511.841821,7298.682692,2431.212539,241.9410637,512.1681177,710.6127916,2758.656886,1631.964166,5967.042208,24042.68921,12706.45903,21905.89791,2018-19
0766,Southwick-Tolland-Granville,1521.1,101.6,1622.7,628.0060483,1048.493196,5849.871146,1162.936691,297.3578331,245.480902,641.7303267,1609.114457,936.4302939,1978.052725,14397.47362,9245.870094,14984.76342,2018-19
0767,Spencer-E Brookfield,1397.7,297.1,1694.8,959.447664,1047.878658,5256.924948,1497.522358,29.6558632,260.4679116,420.6331831,2008.730772,1398.884596,2900.809187,15780.95514,8513.082922,16007.95887,2018-19
0770,Tantasqua,1757.2,38.5,1795.7,465.7267243,686.9696107,6159.403028,978.0559982,121.8575006,290.1866606,690.3829957,1552.958684,1729.636353,1941.399385,14616.57694,8926.855793,14419.30724,2018-19
0773,Triton,2506.7,155.4,2662.1,668.8512786,916.538078,6219.189771,1584.782423,214.2905015,389.4480791,418.118642,1881.457562,1211.829098,2972.852755,16477.35819,9742.367495,16877.0024,2018-19
0774,Up-Island,400.8,58.6,459.4,630.4565868,2100.873253,10113.52542,2869.660679,153.1087824,762.7531437,757.996507,2134.608283,1882.018463,5624.193862,27029.19499,16757.91779,26574.98782,2018-19
0775,Wachusett,7207.1,233.5,7440.6,297.1120978,774.6463487,4794.6729,1301.309113,188.9579817,129.6984599,282.4804165,1416.436325,893.9108587,2200.542293,12279.7668,7471.76522,13000.72464,2018-19
0778,Quaboag,1342.1,89.3,1431.4,504.7254303,920.9567096,5056.176887,1173.566053,159.0306236,278.4822293,444.8602936,2026.600104,896.6291633,2311.357574,13772.38507,8033.072796,13760.07363,2018-19
0780,Whitman-Hanson,3866.5,115.5,3982,399.8719721,856.4869106,5303.03806,656.9502858,28.79043062,717.1423018,380.5251028,1188.68568,1101.646088,2107.223885,12740.36072,7942.933092,13385.66261,2018-19
0801,Assabet Valley Regional Vocational Technical,1138.8,less than 6,1139.8,1018.874254,1258.902353,7514.306287,1301.527924,628.241131,939.1060766,1001.647348,2332.680014,1511.135406,2569.455567,20075.87636,12643.73112,20135.16338,2018-19
0805,Blackstone Valley Regional Vocational Technical,1232,less than 6,1236,1003.758084,1657.060568,6298.483198,844.5644537,209.510836,1303.303133,697.8804545,2649.724148,1347.007995,3249.987208,19261.28008,11010.80264,19216.34454,2018-19
0806,Blue Hills Regional Vocational Technical,890.3,0,890.3,1309.216859,1158.572391,7843.173571,524.9073346,95.58238796,1769.68423,611.2276761,2404.645726,2477.23801,4623.123767,22817.37195,12003.14759,22817.37195,2018-19
0810,Bristol-Plymouth Regional Vocational Technical,1309.8,12.8,1322.6,837.136204,980.5779508,7003.721179,630.4794625,132.5744388,1439.484654,545.1481142,2137.59448,1424.645747,3621.718583,18753.08081,10731.9858,18629.01215,2018-19
0815,Cape Cod Regional Vocational Technical,582.1,less than 6,585.1,1320.009775,1930.011184,8909.922917,1328.831781,401.1928019,1347.721852,999.6574644,2782.429668,2295.382924,5455.945147,26771.10551,14917.338,26693.21857,2018-19
0817,Essex North Shore,1346.8,8,1354.8,1131.779982,1305.040169,6851.279069,578.384905,107.2915281,1398.252903,774.535692,2043.281408,2093.656437,2373.825297,18657.32739,11014.78427,18855.14475,2018-19
0818,Franklin County Regional Vocational Technical,465.2,less than 6,466,1423.49742,1503.323302,8342.323646,1088.931642,116.3134136,1872.674119,906.1564918,3251.22313,1874.843078,5594.475494,25973.76174,13829.72261,25937.54069,2018-19
0821,Greater Fall River Regional Vocational Technical,1427.8,9.5,1437.3,1692.082224,221.8272867,8371.011346,286.2039501,173.6881916,1402.535369,772.7279731,2489.115422,1298.040342,3126.330018,19833.56212,11227.99412,19736.87447,2018-19
0823,Greater Lawrence Regional Vocational Technical,1473.7,36.9,1510.6,1140.596186,1546.328737,8128.86542,724.4387257,255.7566805,1066.71674,734.1665264,2372.121816,1723.744962,4628.250947,22320.98674,12456.27283,21826.69834,2018-19
0825,Greater New Bedford Regional Vocational Technical,2114.6,less than 6,2118.6,555.7570888,1563.405022,7651.142755,770.9024071,85.09216873,1541.238258,529.3053627,2041.263194,1702.89048,3377.247234,19818.24397,12141.08597,19790.21934,2018-19
0828,Greater Lowell Regional Vocational Technical,2269.9,37.3,2307.2,823.3086215,984.7039253,6914.819922,567.727314,132.640178,1487.100256,766.6828803,2302.990731,1659.885312,3814.133653,19453.99279,10853.67447,19227.01245,2018-19
0829,South Middlesex Regional Vocational Technical,713.1,0,713.1,1436.214949,2006.61586,9358.339924,910.8360959,175.4212733,1284.058435,1462.822774,2836.422577,3093.506254,4281.0954,26845.33354,15198.09436,26845.33354,2018-19
0830,Minuteman Regional Vocational Technical,564.3,less than 6,568.1,2593.186248,2216.439837,13326.97147,1137.246146,230.5103668,1891.541733,1031.988304,4111.639199,3143.273082,5428.745348,35111.54173,19834.69786,34952.61295,2018-19
0832,Montachusett Regional Vocational Technical,1413.9,53.6,1467.5,888.853653,1166.506351,6553.975628,514.6537096,173.9567013,1219.032435,739.4754792,2829.223686,2357.499024,2950.269496,19393.44616,10367.6003,18901.14663,2018-19
0851,Northern Berkshire Regional Vocational Technical,474.4,less than 6,476.4,1210.082188,1152.078415,8700.53301,564.3022766,150.4799747,1214.402003,706.4544688,1871.613238,1882.984528,4189.454532,21642.38463,12488.25015,21599.86704,2018-19
0852,Nashoba Valley Regional Vocational Technical,695.2,0,695.2,867.9278049,1730.777719,7334.614226,302.9160242,131.4902186,1409.198993,821.9078107,2521.229848,2117.504517,3270.644074,20508.21123,11730.90499,20529.78776,2018-19
0853,Northeast Metropolitan Regional Vocational Technical,1211.1,0,1211.1,1268.03941,909.3939477,8329.76272,672.4847411,232.3749154,1656.749112,858.2490546,2770.766089,1674.597061,3491.913715,21864.33077,12659.01449,21864.33077,2018-19
0855,Old Colony Regional Vocational Technical,524.7,less than 6,527.1,1172.603392,1187.829236,8104.766533,471.8753573,157.186964,2031.212121,849.2490947,2810.556508,1623.184677,3961.923004,22370.38689,12802.11931,22303.20096,2018-19
0860,Pathfinder Regional Vocational Technical,605.1,15.4,620.5,1151.768782,1382.496265,8967.487919,1069.071889,119.843877,1316.316675,840.6032226,2631.094844,1892.209899,3940.21456,23311.10793,13695.81985,22983.46046,2018-19
0871,Shawsheen Valley Regional Vocational Technical,1274.3,11,1285.3,1315.603076,1034.853512,9284.044573,672.4797928,201.3144471,976.2606921,878.34105,2706.121008,1516.038609,4841.64247,23426.69923,13047.29407,23274.73027,2018-19
